Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"319","Auditor 1","Alpex Solar Limited","alpexsolar.com","Yes","No","No","1 out of 10","64","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Alpex_Solar_Limited/screenshots/Alpex_Solar_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"320","Auditor 1","Italian Edibles Limited","Not Found","No","No","No","6.5 out of 10","22","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Italian_Edibles_Limited/screenshots/Italian_Edibles_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"321","Auditor 1","Baweja Studios Limited","Not Found","No","No","No","6.3 out of 10","23","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Baweja_Studios_Limited/screenshots/Baweja_Studios_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"322","Auditor 1","Megatherm Induction Limited","Not Found","No","No","No","1.5 out of 10","53","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Megatherm_Induction_Limited/screenshots/Megatherm_Induction_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"323","Auditor 1","Fonebox Retail Limited","Not Found","No","No","No","2 out of 10","50","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Fonebox_Retail_Limited/screenshots/Fonebox_Retail_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"324","Auditor 1","Docmode Health Technologies Limited","Not Found","No","No","No","5 out of 10","31","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Docmode_Health_Technologies_Limited/screenshots/Docmode_Health_Technologies_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"325","Auditor 1","Delaplex Limited","delaplex.com","Yes","No","No","7.1 out of 10","18","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Delaplex_Limited/screenshots/Delaplex_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"326","Auditor 1","Konstelec Engineers Limited","konstelec.com","Yes","No","No","5.4 out of 10","29","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Konstelec_Engineers_Limited/screenshots/Konstelec_Engineers_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"327","Auditor 1","Addictive Learning Technology Limited","Not Found","No","No","No","2.2 out of 10","49","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Addictive_Learning_Technology_Limited/screenshots/Addictive_Learning_Technology_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"328","Auditor 1","Maxposure Limited","maxposuremedia.com","Yes","No","No","1 out of 10","67","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Maxposure_Limited/screenshots/Maxposure_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"329","Auditor 1","Australian Premium Solar (India) Limited","australianpremiumsolar.co.in","Yes","No","No","3.3 out of 10","42","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Australian_Premium_Solar__India__Limited/screenshots/Australian_Premium_Solar__India__Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"330","Auditor 1","IBL Finance Limited","Not Found","No","No","No","1 out of 10","67","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/IBL_Finance_Limited/screenshots/IBL_Finance_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"331","Auditor 1","Kaushalya Logistics Limited","Not Found","No","No","No","6.6 out of 10","21","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Kaushalya_Logistics_Limited/screenshots/Kaushalya_Logistics_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"332","Auditor 1","Kay Cee Energy & Infra Limited","Not Found","No","No","No","2 out of 10","50","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Kay_Cee_Energy___Infra_Limited/screenshots/Kay_Cee_Energy___Infra_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"333","Auditor 1","HRH Next Services Limited","Not Found","No","No","No","1.4 out of 10","54","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HRH_Next_Services_Limited/screenshots/HRH_Next_Services_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"334","Auditor 1","Akanksha Power and Infrastructure Limited","Not Found","No","No","No","2.3 out of 10","48","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Akanksha_Power_and_Infrastructure_Limited/screenshots/Akanksha_Power_and_Infrastructure_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"335","Auditor 1","Sameera Agro And Infra Limited","Not Found","No","No","No","1.2 out of 10","55","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Sameera_Agro_And_Infra_Limited/screenshots/Sameera_Agro_And_Infra_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"336","Auditor 1","Indifra Limited","godnamedjesus.com","Yes","No","No","7 out of 10","19","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Indifra_Limited/screenshots/Indifra_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"337","Auditor 1","Trident Techlabs Limited","tridenttechlabs.com","Yes","No","No","5 out of 10","31","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Trident_Techlabs_Limited/screenshots/Trident_Techlabs_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"338","Auditor 1","Supreme Power Equipment Limited","Not Found","No","No","No","4.2 out of 10","36","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Supreme_Power_Equipment_Limited/screenshots/Supreme_Power_Equipment_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"339","Auditor 1","Electro Force (India) Limited","electro-force.fr","Yes","No","No","1 out of 10","66","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Electro_Force__India__Limited/screenshots/Electro_Force__India__Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"340","Auditor 1","Shree OSFM E-Mobility Limited","Not Found","No","No","No","1.4 out of 10","54","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Shree_OSFM_E_Mobility_Limited/screenshots/Shree_OSFM_E_Mobility_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"341","Auditor 1","S J Logistics (India) Limited","sjl.co.kr","Yes","No","No","1 out of 10","57","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/S_J_Logistics__India__Limited/screenshots/S_J_Logistics__India__Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"342","Auditor 1","Presstonic Engineering Limited","Not Found","No","No","No","1.7 out of 10","52","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Presstonic_Engineering_Limited/screenshots/Presstonic_Engineering_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"343","Auditor 1","Accent Microcell Limited","accentmicrocell.com","Yes","No","No","1 out of 10","62","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Accent_Microcell_Limited/screenshots/Accent_Microcell_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"344","Auditor 1","Graphisads Limited","graphisads.com","Yes","No","No","1.5 out of 10","53","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Graphisads_Limited/screenshots/Graphisads_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"345","Auditor 1","Sheetal Universal Limited","sheetaluniversal.com","Yes","No","No","2.3 out of 10","48","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Sheetal_Universal_Limited/screenshots/Sheetal_Universal_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"346","Auditor 1","Marinetrans India Limited","mtlworld.com","Yes","No","No","3.4 out of 10","41","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Marinetrans_India_Limited/screenshots/Marinetrans_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"347","Auditor 1","Net Avenue Technologies Limited","natl.in","Yes","No","No","1 out of 10","56","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Net_Avenue_Technologies_Limited/screenshots/Net_Avenue_Technologies_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"348","Auditor 1","Rockingdeals Circular Economy Limited","Not Found","No","No","No","7.4 out of 10","16","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Rockingdeals_Circular_Economy_Limited/screenshots/Rockingdeals_Circular_Economy_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"349","Auditor 1","Sunrest Lifescience Limited","Not Found","No","No","No","1 out of 10","60","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Sunrest_Lifescience_Limited/screenshots/Sunrest_Lifescience_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"350","Auditor 1","Rox Hi Tech Limited","Not Found","No","No","No","6.8 out of 10","20","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Rox_Hi_Tech_Limited/screenshots/Rox_Hi_Tech_Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"351","Auditor 1","Baba Food Processing (India) Limited","Not Found","No","No","No","3.1 out of 10","43","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Baba_Food_Processing__India__Limited/screenshots/Baba_Food_Processing__India__Limited_Homepage_WAVE_Overlay.png)","N/A","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
